57.03044,8827
57.03085,24174
57.03125,24548
57.03166,47188
57.03207,130564
57.03248,279462
57.03289,441407
57.0333,467836
57.03371,305155
57.03411,145163
57.03452,24821
58.02731,15471
58.02773,36097
58.02814,50750
58.02856,48163
58.02898,30927
58.0294,12900
61.73328,10047
61.73375,21966
61.73421,28191
61.73466,24006
61.73513,12976
67.01495,14333
67.01546,39179
67.01598,121609
67.0165,292049
67.01702,479058
67.01755,559616
67.01807,396932
67.01859,212372
67.0191,51699
67.98903,8198
67.98956,21685
67.99009,34536
67.99062,37364
67.99115,27818
67.99168,13072
68.01881,6757
68.01935,22901
68.01988,47221
68.02041,65414
68.02094,64512
68.02148,45747
68.022,22656
68.02254,8087
72.98905,9455
72.98964,37509
72.99023,127233
72.99082,247659
72.99142,367120
72.99201,335348
72.9926,204074
72.99319,82789
72.99378,14152
75.46209,13405
75.46271,23263
75.46333,28560
75.46395,25150
75.46458,14340
83.00912,4241
83.00983,27319
83.01055,107671
83.01127,209347
83.01199,305152
83.0127,266670
83.01342,161134
83.01414,65064
83.01485,16867
85.02281,18889
85.02355,54101
85.0243,65023
85.02504,177242
85.02579,633193
85.02653,1586162
85.02728,2618863
85.02802,3055830
85.02876,2174804
85.0295,1183342
85.03025,356462
85.03099,97995
85.03174,52592
85.03248,39557
85.03323,7372
86.02868,24964
86.02944,98898
86.0302,181581
86.03095,250132
86.03171,209809
86.03246,126379
86.03323,50026
86.03398,9754
88.03645,9616
88.03722,28894
88.03801,53845
88.0388,66746
88.03957,57292
88.04036,33311
88.04115,11705
97.89715,13768
97.89806,24639
97.89899,28880
97.8999,22310
97.90082,9613
99.00437,21712
99.00531,60879
99.00624,113316
99.00718,155375
99.00811,125389
99.00905,71946
99.00998,25038
99.01092,8468
101.0185,12306
101.01947,25271
101.02043,73111
101.02139,160647
101.02235,254950
101.02332,267847
101.02428,172968
101.02525,81951
101.02621,13764
102.05084,12311
102.05182,33904
102.0528,91089
102.05378,138926
102.05476,138942
102.05573,88341
102.05671,37711
102.05769,13286
110.99803,24841
110.99915,73134
111.00025,249793
111.00137,333685
111.00247,688731
111.00358,2444844
111.00469,7874178
111.0058,14276771
111.00691,19875290
111.00802,16883598
111.00912,10210406
111.01024,4046275
111.01134,1125823
111.01246,403166
111.01357,338114
111.01468,137223
111.01579,29549
112.0042,31991
112.00533,35744
112.00645,126092
112.00757,470857
112.0087,1021579
112.00982,1613192
112.01094,1689995
112.01207,1121896
112.01319,568299
112.01432,162460
112.01544,42626
112.01656,22630
129.01256,23021
129.01395,96492
129.01534,253567
129.01672,423689
129.01811,483777
129.01952,333051
129.0209,172095
129.02229,48864
129.02368,16337
131.07755,18257
131.07896,42295
131.08038,64024
131.08182,67608
131.08324,49772
131.08466,23726
131.08607,5321
154.98802,17585
154.98985,48961
154.99168,199818
154.99352,562684
154.99535,948592
154.99718,1159640
154.99901,854802
155.00084,480736
155.00267,155006
155.0045,43992
155.00633,12538
155.99417,16709
155.99602,39897
155.99786,90822
155.99971,145134
156.00157,148564
156.00342,98501
156.00526,37589
156.00711,13997
172.99944,14107
173.0016,105649
173.00375,272907
173.00591,453802
173.00807,514397
173.01022,359134
173.01239,192040
173.01454,59709
173.01671,20426
