50.4646,86493
50.46494,169967
50.46528,214316
50.46562,189920
50.46596,117800
55.01654,108219
55.01693,223003
55.01731,291741
55.0177,267077
55.01809,170679
55.01847,70792
61.37051,119799
61.37097,186815
61.37142,203843
61.37188,162953
61.37233,92481
71.01078,61948
71.01135,172006
71.01192,273421
71.01249,294725
71.01305,216541
71.01362,97501
73.02264,307097
73.02324,509879
73.02383,1052716
73.02442,2277541
73.02501,2396848
73.0256,6720386
73.02619,24821040
73.02679,63409848
73.02738,105182312
73.02797,123968088
73.02856,89043744
73.02915,49104124
73.02975,15312660
73.03034,4535972
73.03093,2334955
73.03152,1705705
73.03211,584110
73.03271,70257
73.74234,93767
73.74294,183332
73.74354,228037
73.74414,192429
73.74474,104351
74.02839,107335
74.02899,414019
74.02959,1764630
74.0302,3973051
74.03081,6336963
74.03141,6582684
74.03201,4333652
74.03262,2155368
74.03322,684489
74.03383,290176
74.03443,184294
74.03513,213266
84.1821,79571
84.18283,168336
84.18356,206740
84.1843,165359
84.18503,81167
90.80965,154548
90.81047,247062
90.81129,281695
90.81211,232222
90.81293,133392
99.00247,165773
99.0034,454117
99.00434,1825030
99.00527,5559788
99.00621,9513407
99.00714,12188880
99.00808,9300830
99.00901,5371352
99.00995,1732651
99.01088,470641
99.01182,158311
100.00706,81932
100.008,213922
100.00895,537552
100.0099,884282
100.01085,975923
100.0118,666488
100.01275,270372
100.01369,105117
117.01324,1620269
117.01443,6039789
117.01564,13723281
117.01684,22040058
117.01804,23877958
117.01924,16144275
117.02044,8351075
117.02164,2431696
117.02284,687896
117.02404,398221
117.02525,241622
117.02644,84977
