57.03154,73997
57.03195,191269
57.03236,451196
57.03277,730868
57.03318,759659
57.03358,493648
57.034,238261
57.0344,68939
58.00301,55640
58.00342,155600
58.00384,290452
58.00426,558900
58.00468,492192
58.0051,283061
58.00552,124861
58.00594,48720
59.01025,57387
59.01068,191042
59.01111,744392
59.01154,1746083
59.01197,2832251
59.0124,3107755
59.01283,2104712
59.01326,1079104
59.01369,290327
59.01412,50635
64.1254,52540
64.12589,103334
64.12637,133676
64.12686,123114
64.12735,79698
68.99497,34229
68.99551,108143
68.99606,183819
68.9966,212045
68.99715,174142
68.99769,98369
68.99823,34792
71.00916,86549
71.00974,122483
71.0103,326219
71.01087,1080600
71.01144,2137568
71.012,3209259
71.01257,3024115
71.01314,1884577
71.01371,820448
71.01427,193235
71.01484,52003
72.01402,75596
72.0146,155621
72.01518,211438
72.01576,197662
72.01634,122596
72.01692,41469
72.98894,64140
72.98953,339081
72.99012,1178734
72.99072,2180927
72.99131,3069053
72.9919,2621252
72.99249,1579540
72.99308,622310
72.99368,154635
72.99426,36941
75.00162,11787
75.00223,272161
75.00285,430697
75.00346,812095
75.00408,911426
75.0047,2281742
75.00531,8048542
75.00593,21106254
75.00655,35207588
75.00716,42438068
75.00777,30979902
75.00839,17287014
75.00901,5382300
75.00963,1452456
75.01024,600102
75.01086,397830
76.00773,6934
76.00836,135201
76.00899,518333
76.00961,946184
76.01025,1298208
76.01087,1067033
76.01151,635849
76.01213,244473
76.01276,76186
80.79408,67265
80.79476,116814
80.79546,142655
80.79614,128414
80.79683,83320
83.01057,65783
83.01129,145313
83.01201,203595
83.01273,198178
83.01344,134046
83.01416,56775
83.97152,57947
83.97225,107345
83.97298,134690
83.97371,120188
83.97444,72398
85.02428,51213
85.02502,123665
85.02576,472650
85.02651,1146618
85.02725,1872509
85.028,2091726
85.02874,1428890
85.02949,736223
85.03023,189299
85.03098,13780
85.09648,56432
85.09723,100994
85.09798,126147
85.09872,116653
85.09946,77246
87.00126,64575
87.00203,281222
87.0028,118395
87.00361,153556
87.00438,448470
87.00515,1541688
87.00592,3164275
87.00669,4882964
87.00745,4864272
87.00822,3116032
87.009,1477039
87.00977,370234
87.01054,66114
89.01935,66962
89.02015,306483
89.02094,1061327
89.02174,1993869
89.02254,2865261
89.02333,2527380
89.02413,1540046
89.02493,624734
89.02573,141590
89.02652,34459
89.05834,81618
89.05914,142790
89.05994,177228
89.06074,160648
89.06153,103514
92.30369,57704
92.30453,102305
92.30537,139873
92.30621,130793
92.30705,85190
99.00252,56720
99.00345,125785
99.00438,488311
99.00532,1308846
99.00625,2189754
99.00719,2619927
99.00812,1884861
99.00906,1022232
99.00999,297690
99.01093,78028
100.00897,59693
100.00992,115468
100.01087,139280
100.01182,115774
100.01276,63400
101.01929,82314
101.02026,197317
101.02122,458623
101.02218,731711
101.02314,757140
101.0241,497071
101.02507,242637
101.02603,78474
102.95845,65935
102.95944,124494
102.96043,149769
102.96143,119398
102.96242,56870
111.00471,61443
111.00581,137675
111.00693,181279
111.00803,159447
111.00914,90832
113.01965,42678
113.02079,128634
113.02193,217951
113.02307,243439
113.02421,189202
113.02535,99497
129.00992,326531
129.01131,401410
129.01271,1140157
129.0141,3942104
129.01549,8126074
129.01688,12592067
129.01826,12601866
129.01965,8110166
129.02104,3897906
129.02243,1056109
129.02382,283634
129.02521,203161
129.02661,87010
130.01637,105825
130.01778,443370
130.01918,834239
130.0206,1173225
130.022,970416
130.02341,566924
130.02481,195657
130.02621,33024
131.03059,97584
131.03203,167498
131.03345,191270
131.03487,149994
131.03629,75367
141.01372,85390
141.0153,164574
141.01689,218826
141.01848,208260
141.02007,139177
141.02165,59701
150.87178,69631
150.87354,123959
150.87529,152174
150.87704,130979
150.8788,72878
159.02026,42667
159.02217,191202
159.02406,460380
159.02597,768504
159.02788,936793
159.02977,680974
159.03168,370847
159.03358,77583
160.02742,79526
160.02934,145100
160.03127,160832
160.03317,111327
160.0351,38576
177.02711,69967
177.02934,137157
177.03159,551114
177.03381,1814821
177.03606,3293142
177.03828,4595128
177.04051,3917969
177.04276,2363134
177.04498,934942
177.04723,221430
177.04945,21461
178.03455,49854
178.03679,141347
178.03905,330759
178.04131,537753
178.04355,528221
178.04581,259828
178.04807,117777
178.05031,34947
195.02657,33136
195.02914,260862
195.03174,354245
195.03432,733726
195.0369,854827
195.03949,2279442
195.04207,8114952
195.04465,20110320
195.04724,33129230
195.04982,38537752
195.0524,27402282
195.05499,14931710
195.05757,4543112
195.06015,1264631
195.06274,655603
195.06532,483775
195.0679,70428
