85.000000,2.902903,
86.000000,0.300300,
87.000000,1.901902,
88.000000,1.301301,
89.000000,21.921922,
90.000000,6.406406,
91.000000,17.117117,
92.000000,2.702703,
93.000000,5.305305,
94.000000,1.401401,
95.000000,4.704705,
96.000000,0.800801,
97.000000,2.402402,
98.000000,1.101101,
99.000000,3.603604,
100.000000,0.300300,
101.000000,0.900901,
102.000000,1.501502,
103.000000,10.410410,
104.000000,7.907908,
105.000000,20.420420,
106.000000,6.506507,
107.000000,12.312312,
108.000000,2.702703,
109.000000,2.202202,
110.000000,0.400400,
111.000000,2.402402,
112.000000,1.201201,
113.000000,0.400400,
115.000000,3.003003,
116.000000,0.600601,
117.000000,2.602603,
118.000000,1.801802,
119.000000,18.818819,
120.000000,2.702703,
121.000000,4.804805,
122.000000,1.101101,
123.000000,2.202202,
124.000000,0.300300,
125.000000,0.400400,
126.000000,0.700701,
127.000000,1.001001,
128.000000,0.100100,
129.000000,0.200200,
131.000000,2.402402,
132.000000,0.500501,
133.000000,8.608609,
134.000000,12.812813,
135.000000,16.016016,
136.000000,10.010010,
137.000000,6.006006,
138.000000,0.700701,
139.000000,0.500501,
140.000000,0.100100,
141.000000,0.100100,
142.000000,0.100100,
143.000000,0.300300,
145.000000,0.800801,
146.000000,0.300300,
147.000000,45.245245,
148.000000,8.108108,
149.000000,38.038038,
150.000000,6.706707,
151.000000,8.408408,
152.000000,1.201201,
153.000000,0.900901,
154.000000,0.100100,
157.000000,0.100100,
159.000000,0.300300,
160.000000,0.400400,
161.000000,5.305305,
162.000000,3.603604,
163.000000,10.310310,
164.000000,4.004004,
165.000000,12.912913,
166.000000,7.707708,
167.000000,3.103103,
168.000000,0.600601,
169.000000,0.100100,
174.000000,0.100100,
175.000000,0.700701,
176.000000,0.300300,
177.000000,4.304304,
178.000000,3.103103,
179.000000,76.976977,
180.000000,16.516517,
181.000000,6.606607,
182.000000,0.900901,
183.000000,0.200200,
189.000000,0.200200,
190.000000,0.400400,
191.000000,2.602603,
192.000000,1.701702,
193.000000,17.117117,
194.000000,11.811812,
195.000000,8.108108,
196.000000,1.501502,
197.000000,1.301301,
198.000000,0.100100,
205.000000,0.100100,
206.000000,0.100100,
207.000000,2.002002,
208.000000,0.800801,
209.000000,100.000000,
210.000000,17.717718,
211.000000,5.705706,
212.000000,0.700701,
219.000000,0.100100,
221.000000,0.200200,
222.000000,0.100100,
223.000000,4.304304,
224.000000,0.900901,
225.000000,1.101101,
226.000000,0.500501,
227.000000,0.100100,
235.000000,0.300300,
236.000000,0.100100,
237.000000,1.301301,
238.000000,0.300300,
239.000000,0.500501,
240.000000,0.100100,
251.000000,1.101101,
252.000000,0.800801,
253.000000,28.928929,
254.000000,7.007007,
255.000000,6.806807,
256.000000,1.401401,
257.000000,0.400400,
258.000000,0.100100,
259.000000,0.100100,
260.000000,0.100100,
264.000000,0.100100,
265.000000,0.300300,
266.000000,0.500501,
267.000000,40.240240,
268.000000,55.655656,
269.000000,16.216216,
270.000000,5.405405,
271.000000,1.001001,
272.000000,0.200200,
273.000000,0.100100,
274.000000,0.100100,
275.000000,0.100100,
276.000000,0.100100,
277.000000,0.100100,
279.000000,0.100100,
281.000000,0.300300,
282.000000,0.300300,
283.000000,35.535536,
284.000000,10.410410,
285.000000,3.803804,
286.000000,0.700701,
287.000000,0.200200,
288.000000,0.100100,
289.000000,0.200200,
290.000000,0.100100,
291.000000,0.200200,
292.000000,0.200200,
293.000000,0.100100,
294.000000,0.100100,
296.000000,0.200200,
297.000000,15.415415,
298.000000,52.952953,
299.000000,14.614615,
300.000000,5.305305,
301.000000,0.900901,
302.000000,0.200200
